Code,Year,Name,Landfall Counts,Max Category Rating,Anomaly
AL061928,1928,UNNAMED,0,1,-0.21
AL011929,1929,UNNAMED,1,1,-0.27
AL021929,1929,UNNAMED,2,4,-0.27
AL031929,1929,UNNAMED,0,0,-0.27
AL041929,1929,UNNAMED,0,0,-0.27
AL051929,1929,UNNAMED,0,1,-0.27
AL011930,1930,UNNAMED,0,3,-0.14
AL021930,1930,UNNAMED,1,4,-0.14
AL031930,1930,UNNAMED,0,0,-0.14
AL011931,1931,UNNAMED,1,0,-0.1
AL021931,1931,UNNAMED,1,0,-0.1
AL031931,1931,UNNAMED,0,0,-0.1
AL041931,1931,UNNAMED,0,0,-0.1
AL051931,1931,UNNAMED,0,0,-0.1
AL061931,1931,UNNAMED,0,4,-0.1
AL071931,1931,UNNAMED,0,2,-0.1
AL081931,1931,UNNAMED,0,1,-0.1
AL091931,1931,UNNAMED,0,0,-0.1
AL101931,1931,UNNAMED,0,0,-0.1
AL111931,1931,UNNAMED,0,0,-0.1
AL121931,1931,UNNAMED,0,0,-0.1
AL131931,1931,UNNAMED,0,0,-0.1
AL011932,1932,UNNAMED,0,0,-0.18
AL021932,1932,UNNAMED,1,4,-0.18
AL031932,1932,UNNAMED,2,1,-0.18
AL041932,1932,UNNAMED,0,5,-0.18
AL051932,1932,UNNAMED,0,0,-0.18
AL061932,1932,UNNAMED,1,1,-0.18
AL071932,1932,UNNAMED,0,0,-0.18
AL081932,1932,UNNAMED,1,0,-0.18
AL091932,1932,UNNAMED,0,4,-0.18
AL101932,1932,UNNAMED,0,0,-0.18
AL111932,1932,UNNAMED,0,0,-0.18
AL121932,1932,UNNAMED,0,0,-0.18
AL131932,1932,UNNAMED,0,0,-0.18
AL141932,1932,UNNAMED,0,5,-0.18
AL151932,1932,UNNAMED,0,2,-0.18
AL011933,1933,UNNAMED,0,0,-0.23
AL021933,1933,UNNAMED,0,2,-0.23
AL031933,1933,UNNAMED,1,0,-0.23
AL041933,1933,UNNAMED,0,0,-0.23
AL051933,1933,UNNAMED,1,1,-0.23
AL061933,1933,UNNAMED,2,4,-0.23
AL071933,1933,UNNAMED,0,0,-0.23
AL081933,1933,UNNAMED,1,5,-0.23
AL091933,1933,UNNAMED,0,0,-0.23
AL101933,1933,UNNAMED,0,0,-0.23
AL111933,1933,UNNAMED,2,4,-0.23
AL121933,1933,UNNAMED,0,4,-0.23
AL131933,1933,UNNAMED,0,2,-0.23
AL141933,1933,UNNAMED,0,5,-0.23
AL151933,1933,UNNAMED,0,1,-0.23
AL161933,1933,UNNAMED,0,0,-0.23
AL171933,1933,UNNAMED,0,3,-0.23
AL181933,1933,UNNAMED,0,1,-0.23
AL191933,1933,UNNAMED,0,1,-0.23
AL201933,1933,UNNAMED,0,0,-0.23
AL011934,1934,UNNAMED,1,2,-0.17
AL021934,1934,UNNAMED,0,1,-0.17
AL031934,1934,UNNAMED,1,1,-0.17
AL041934,1934,UNNAMED,0,0,-0.17
AL051934,1934,UNNAMED,0,1,-0.17
AL061934,1934,UNNAMED,1,0,-0.17
AL071934,1934,UNNAMED,2,2,-0.17
AL081934,1934,UNNAMED,0,0,-0.17
AL091934,1934,UNNAMED,0,0,-0.17
AL101934,1934,UNNAMED,0,2,-0.17
AL111934,1934,UNNAMED,1,0,-0.17
AL121934,1934,UNNAMED,0,0,-0.17
AL131934,1934,UNNAMED,0,3,-0.17
AL011935,1935,UNNAMED,0,0,-0.17
AL021935,1935,UNNAMED,0,4,-0.17
AL031935,1935,UNNAMED,2,5,-0.17
AL041935,1935,UNNAMED,0,0,-0.17
AL051935,1935,UNNAMED,0,4,-0.17
AL061935,1935,UNNAMED,0,1,-0.17
AL071935,1935,UNNAMED,1,2,-0.17
AL081935,1935,UNNAMED,0,0,-0.17
AL011936,1936,UNNAMED,1,0,-0.13
AL021936,1936,UNNAMED,0,0,-0.13
AL031936,1936,UNNAMED,1,1,-0.13
AL041936,1936,UNNAMED,1,0,-0.13
AL051936,1936,UNNAMED,2,2,-0.13
AL061936,1936,UNNAMED,0,0,-0.13
AL071936,1936,UNNAMED,0,0,-0.13
AL081936,1936,UNNAMED,0,1,-0.13
AL091936,1936,UNNAMED,1,0,-0.13
AL101936,1936,UNNAMED,0,2,-0.13
AL111936,1936,UNNAMED,0,1,-0.13
AL121936,1936,UNNAMED,0,0,-0.13
AL131936,1936,UNNAMED,0,3,-0.13
AL141936,1936,UNNAMED,0,0,-0.13
AL151936,1936,UNNAMED,0,2,-0.13
AL161936,1936,UNNAMED,0,0,-0.13
AL171936,1936,UNNAMED,0,0,-0.13
AL011937,1937,UNNAMED,1,0,-0.03
AL021937,1937,UNNAMED,0,0,-0.03
AL031937,1937,UNNAMED,1,0,-0.03
AL041937,1937,UNNAMED,0,2,-0.03
AL051937,1937,UNNAMED,0,0,-0.03
AL061937,1937,UNNAMED,0,3,-0.03
AL071937,1937,UNNAMED,2,1,-0.03
AL081937,1937,UNNAMED,0,2,-0.03
AL091937,1937,UNNAMED,0,1,-0.03
AL101937,1937,UNNAMED,2,0,-0.03
AL111937,1937,UNNAMED,0,1,-0.03
AL011938,1938,UNNAMED,0,1,-0.11
AL021938,1938,UNNAMED,0,0,-0.11
AL031938,1938,UNNAMED,1,2,-0.11
AL041938,1938,UNNAMED,0,3,-0.11
AL051938,1938,UNNAMED,0,0,-0.11
AL061938,1938,UNNAMED,2,5,-0.11
AL071938,1938,UNNAMED,1,0,-0.11
AL081938,1938,UNNAMED,0,0,-0.11
AL091938,1938,UNNAMED,0,0,-0.11
AL011939,1939,UNNAMED,1,0,-0.04
AL021939,1939,UNNAMED,2,1,-0.04
AL031939,1939,UNNAMED,0,0,-0.04
AL041939,1939,UNNAMED,1,0,-0.04
AL051939,1939,UNNAMED,0,4,-0.04
AL061939,1939,UNNAMED,0,1,-0.04
AL011940,1940,UNNAMED,0,0,0.16
AL021940,1940,UNNAMED,1,2,0.16
AL031940,1940,UNNAMED,1,2,0.16
AL041940,1940,UNNAMED,0,2,0.16
AL051940,1940,UNNAMED,0,2,0.16
AL061940,1940,UNNAMED,1,0,0.16
AL071940,1940,UNNAMED,0,2,0.16
AL081940,1940,UNNAMED,0,1,0.16
AL091940,1940,UNNAMED,0,1,0.16
AL011941,1941,UNNAMED,0,0,0.28
AL021941,1941,UNNAMED,1,3,0.28
AL031941,1941,UNNAMED,0,1,0.28
AL041941,1941,UNNAMED,0,4,0.28
AL051941,1941,UNNAMED,3,3,0.28
AL061941,1941,UNNAMED,1,0,0.28
AL011942,1942,UNNAMED,0,0,0.1
AL021942,1942,UNNAMED,1,1,0.1
AL031942,1942,UNNAMED,1,3,0.1
AL041942,1942,UNNAMED,0,2,0.1
AL051942,1942,UNNAMED,0,0,0.1
AL061942,1942,UNNAMED,0,0,0.1
AL071942,1942,UNNAMED,0,0,0.1
AL081942,1942,UNNAMED,0,0,0.1
AL091942,1942,UNNAMED,0,0,0.1
AL101942,1942,UNNAMED,0,0,0.1
AL111942,1942,UNNAMED,0,2,0.1
AL011943,1943,UNNAMED,1,2,0.08
AL021943,1943,UNNAMED,0,0,0.08
AL031943,1943,UNNAMED,0,4,0.08
AL041943,1943,UNNAMED,0,3,0.08
AL051943,1943,UNNAMED,0,0,0.08
AL061943,1943,UNNAMED,0,2,0.08
AL071943,1943,UNNAMED,1,0,0.08
AL081943,1943,UNNAMED,0,0,0.08
AL091943,1943,UNNAMED,0,2,0.08
AL101943,1943,UNNAMED,0,0,0.08
AL011944,1944,UNNAMED,0,1,0.23
AL021944,1944,UNNAMED,0,0,0.23
AL031944,1944,UNNAMED,1,1,0.23
AL041944,1944,UNNAMED,0,3,0.23
AL051944,1944,UNNAMED,0,0,0.23
AL061944,1944,UNNAMED,2,0,0.23
AL071944,1944,UNNAMED,2,5,0.23
AL081944,1944,UNNAMED,0,1,0.23
AL091944,1944,UNNAMED,0,2,0.23
AL101944,1944,UNNAMED,0,0,0.23
AL111944,1944,UNNAMED,0,0,0.23
AL121944,1944,UNNAMED,0,1,0.23
AL131944,1944,UNNAMED,2,4,0.23
AL141944,1944,UNNAMED,0,0,0.23
AL011945,1945,UNNAMED,2,2,0.21
AL021945,1945,UNNAMED,0,0,0.21
AL031945,1945,UNNAMED,0,0,0.21
AL041945,1945,UNNAMED,0,0,0.21
AL051945,1945,UNNAMED,1,3,0.21
AL061945,1945,UNNAMED,0,0,0.21
AL071945,1945,UNNAMED,1,0,0.21
AL081945,1945,UNNAMED,0,1,0.21
AL091945,1945,UNNAMED,3,4,0.21
AL101945,1945,UNNAMED,0,1,0.21
AL111945,1945,UNNAMED,0,2,0.21
AL011946,1946,UNNAMED,0,0,-0.05
AL021946,1946,UNNAMED,1,1,-0.05
AL031946,1946,UNNAMED,1,0,-0.05
AL041946,1946,UNNAMED,2,2,-0.05
AL051946,1946,UNNAMED,0,1,-0.05
AL061946,1946,UNNAMED,2,2,-0.05
AL071946,1946,UNNAMED,3,0,-0.05
AL011947,1947,UNNAMED,1,0,-0.06
AL021947,1947,UNNAMED,2,2,-0.06
AL031947,1947,UNNAMED,2,1,-0.06
AL041947,1947,UNNAMED,3,4,-0.06
AL051947,1947,UNNAMED,1,0,-0.06
AL061947,1947,UNNAMED,3,0,-0.06
AL071947,1947,UNNAMED,1,0,-0.06
AL081947,1947,UNNAMED,0,0,-0.06
AL091947,1947,UNNAMED,3,2,-0.06
AL101947,1947,UNNAMED,0,3,-0.06
AL011948,1948,UNNAMED,0,0,-0.11
AL021948,1948,UNNAMED,1,0,-0.11
AL031948,1948,UNNAMED,0,3,-0.11
AL041948,1948,UNNAMED,1,0,-0.11
AL051948,1948,UNNAMED,1,1,-0.11
AL061948,1948,UNNAMED,0,4,-0.11
AL071948,1948,UNNAMED,0,0,-0.11
AL081948,1948,UNNAMED,4,4,-0.11
AL091948,1948,UNNAMED,4,3,-0.11
AL101948,1948,UNNAMED,0,1,-0.11
AL011949,1949,UNNAMED,0,2,-0.07
AL021949,1949,UNNAMED,1,4,-0.07
AL031949,1949,UNNAMED,1,0,-0.07
AL041949,1949,UNNAMED,0,3,-0.07
AL051949,1949,UNNAMED,1,0,-0.07
AL061949,1949,UNNAMED,0,1,-0.07
AL071949,1949,UNNAMED,1,0,-0.07
AL081949,1949,UNNAMED,0,0,-0.07
AL091949,1949,UNNAMED,1,1,-0.07
AL101949,1949,UNNAMED,1,1,-0.07
AL111949,1949,UNNAMED,1,2,-0.07
AL121949,1949,UNNAMED,0,0,-0.07
AL131949,1949,UNNAMED,0,1,-0.07
AL141949,1949,UNNAMED,0,0,-0.07
AL151949,1949,UNNAMED,0,0,-0.07
AL161949,1949,UNNAMED,1,0,-0.07
AL011950,1950,ABLE,1,3,-0.09
AL021950,1950,BAKER,3,2,-0.09
AL031950,1950,CHARLIE,0,2,-0.09
AL041950,1950,DOG,0,4,-0.09
AL051950,1950,EASY,4,3,-0.09
AL061950,1950,FOX,0,4,-0.09
AL071950,1950,GEORGE,0,2,-0.09
AL081950,1950,HOW,0,0,-0.09
AL091950,1950,ITEM,1,2,-0.09
AL101950,1950,JIG,0,3,-0.09
AL111950,1950,KING,2,4,-0.09
AL121950,1950,UNNAMED,0,0,-0.09
AL131950,1950,LOVE,1,1,-0.09
AL141950,1950,MIKE,0,0,-0.09
AL151950,1950,UNNAMED,0,0,-0.09
AL161950,1950,UNNAMED,0,0,-0.09
AL011951,1951,UNNAMED,0,0,0.0
AL021951,1951,ABLE,1,1,0.0
AL031951,1951,BAKER,0,0,0.0
AL041951,1951,CHARLIE,4,4,0.0
AL051951,1951,DOG,0,1,0.0
AL061951,1951,EASY,0,4,0.0
AL071951,1951,FOX,0,3,0.0
AL081951,1951,GEORGE,1,0,0.0
AL091951,1951,HOW,1,2,0.0
AL101951,1951,ITEM,0,0,0.0
AL111951,1951,JIG,0,1,0.0
AL121951,1951,UNNAMED,0,1,0.0
AL011952,1952,UNNAMED,0,0,0.07
AL021952,1952,ABLE,1,2,0.07
AL031952,1952,UNNAMED,1,0,0.07
AL041952,1952,BAKER,0,2,0.07
AL051952,1952,UNNAMED,0,0,0.07
AL061952,1952,CHARLIE,0,3,0.07
AL071952,1952,DOG,0,0,0.07
AL081952,1952,UNNAMED,0,0,0.07
AL091952,1952,EASY,0,2,0.07
AL101952,1952,FOX,4,4,0.07
AL111952,1952,UNNAMED,0,0,0.07
AL011953,1953,ALICE,3,0,0.06
AL021953,1953,UNNAMED,0,0,0.06
AL031953,1953,BARBARA,3,1,0.06
AL041953,1953,CAROL,2,5,0.06
AL051953,1953,UNNAMED,0,0,0.06
AL061953,1953,DOLLY,1,1,0.06
AL071953,1953,EDNA,0,3,0.06
AL081953,1953,UNNAMED,1,0,0.06
AL091953,1953,FLORENCE,1,3,0.06
AL101953,1953,GAIL,0,1,0.06
AL111953,1953,UNNAMED,0,0,0.06
AL121953,1953,HAZEL,2,1,0.06
AL131953,1953,UNNAMED,0,0,0.06
AL141953,1953,UNNAMED,0,0,0.06
AL011954,1954,UNNAMED,0,0,-0.11
AL021954,1954,UNNAMED,0,0,-0.11
AL031954,1954,ALICE,1,2,-0.11
AL041954,1954,UNNAMED,0,0,-0.11
AL051954,1954,BARBARA,1,0,-0.11
AL061954,1954,CAROL,2,3,-0.11
AL071954,1954,DOLLY,0,1,-0.11
AL081954,1954,EDNA,3,3,-0.11
AL091954,1954,UNNAMED,0,0,-0.11
AL101954,1954,FLORENCE,1,0,-0.11
AL111954,1954,UNNAMED,0,0,-0.11
AL121954,1954,GILDA,1,0,-0.11
AL131954,1954,UNNAMED,0,2,-0.11
AL141954,1954,HAZEL,5,4,-0.11
AL151954,1954,UNNAMED,0,0,-0.11
AL161954,1954,ALICE,1,1,-0.11
AL011955,1955,BRENDA,1,0,-0.12
AL021955,1955,CONNIE,1,4,-0.12
AL031955,1955,DIANE,1,2,-0.12
AL041955,1955,EDITH,0,2,-0.12
AL051955,1955,UNNAMED,1,0,-0.12
AL061955,1955,FLORA,0,2,-0.12
AL071955,1955,GLADYS,1,1,-0.12
AL081955,1955,IONE,1,4,-0.12
AL091955,1955,HILDA,4,3,-0.12
AL101955,1955,JANET,4,5,-0.12
AL111955,1955,UNNAMED,0,0,-0.12
AL121955,1955,UNNAMED,0,0,-0.12
AL131955,1955,KATIE,1,2,-0.12
AL011956,1956,UNNAMED,1,0,-0.1
AL021956,1956,ANNA,1,1,-0.1
AL031956,1956,BETSY,0,3,-0.1
AL041956,1956,CARLA,0,0,-0.1
AL051956,1956,DORA,1,0,-0.1
AL061956,1956,ETHEL,0,0,-0.1
AL071956,1956,FLOSSY,2,1,-0.1
AL081956,1956,GRETA,0,2,-0.1
AL091956,1956,UNNAMED,0,0,-0.1
AL101956,1956,UNNAMED,0,0,-0.1
AL111956,1956,UNNAMED,1,0,-0.1
AL121956,1956,UNNAMED,0,0,-0.1
AL011957,1957,UNNAMED,1,1,0.1
AL021957,1957,AUDREY,1,3,0.1
AL031957,1957,BERTHA,1,0,0.1
AL041957,1957,CARRIE,0,4,0.1
AL051957,1957,DEBBIE,1,0,0.1
AL061957,1957,ESTHER,1,0,0.1
AL071957,1957,FRIEDA,0,1,0.1
AL081957,1957,UNNAMED,0,0,0.1
AL011958,1958,ALMA,1,0,0.12
AL021958,1958,BECKY,0,0,0.12
AL031958,1958,CLEO,0,4,0.12
AL041958,1958,DAISY,0,4,0.12
AL051958,1958,ELLA,5,2,0.12
AL061958,1958,FIFI,0,1,0.12
AL071958,1958,GERDA,2,0,0.12
AL081958,1958,HELENE,0,4,0.12
AL091958,1958,ILSA,0,2,0.12
AL101958,1958,JANICE,4,2,0.12
AL111958,1958,UNNAMED,0,0,0.12
AL121958,1958,UNNAMED,0,0,0.12
AL011959,1959,ARLENE,1,0,0.06
AL021959,1959,BEULAH,0,0,0.06
AL031959,1959,UNNAMED,1,1,0.06
AL041959,1959,CINDY,2,1,0.06
AL051959,1959,DEBRA,1,1,0.06
AL061959,1959,EDITH,1,0,0.06
AL071959,1959,FLORA,0,1,0.06
AL081959,1959,GRACIE,1,4,0.06
AL091959,1959,HANNAH,0,3,0.06
AL101959,1959,IRENE,1,0,0.06
AL111959,1959,JUDITH,1,1,0.06
AL121959,1959,UNNAMED,0,0,0.06
AL131959,1959,UNNAMED,0,0,0.06
AL141959,1959,UNNAMED,0,0,0.06
AL011960,1960,UNNAMED,1,0,0.06
AL021960,1960,ABBY,3,1,0.06
AL031960,1960,BRENDA,2,0,0.06
AL041960,1960,CLEO,0,1,0.06
AL051960,1960,DONNA,9,4,0.06
AL061960,1960,ETHEL,1,3,0.06
AL071960,1960,FLORENCE,1,0,0.06
AL081960,1960,UNNAMED,0,0,0.06
AL011961,1961,ANNA,3,2,0.08
AL021961,1961,BETSY,0,4,0.08
AL031961,1961,CARLA,1,4,0.08
AL041961,1961,DEBBIE,1,1,0.08
AL051961,1961,ESTHER,3,5,0.08
AL061961,1961,UNNAMED,4,0,0.08
AL071961,1961,FRANCES,2,4,0.08
AL081961,1961,GERDA,0,1,0.08
AL091961,1961,HATTIE,1,5,0.08
AL101961,1961,JENNY,0,1,0.08
AL111961,1961,INGA,0,0,0.08
AL121961,1961,UNNAMED,0,0,0.08
AL011962,1962,ALMA,0,1,0.06
AL021962,1962,BECKY,0,0,0.06
AL031962,1962,CELIA,0,0,0.06
AL041962,1962,DAISY,0,2,0.06
AL051962,1962,ELLA,0,2,0.06
AL061962,1962,UNNAMED,1,1,0.06
AL071962,1962,UNNAMED,0,1,0.06
AL011963,1963,ARLENE,1,3,0.08
AL021963,1963,BEULAH,0,3,0.08
AL031963,1963,UNNAMED,0,1,0.08
AL041963,1963,CINDY,1,0,0.08
AL051963,1963,DEBRA,0,1,0.08
AL061963,1963,EDITH,3,2,0.08
AL071963,1963,FLORA,5,4,0.08
AL081963,1963,GINNY,1,2,0.08
AL091963,1963,HELENA,1,0,0.08
AL101963,1963,UNNAMED,1,0,0.08
AL011964,1964,UNNAMED,0,0,-0.08
AL021964,1964,UNNAMED,0,1,-0.08
AL031964,1964,ABBY,1,0,-0.08
AL041964,1964,BRENDA,1,0,-0.08
AL051964,1964,CLEO,7,4,-0.08
AL061964,1964,DORA,1,4,-0.08
AL071964,1964,ETHEL,0,2,-0.08
AL081964,1964,FLORENCE,0,0,-0.08
AL091964,1964,GLADYS,0,4,-0.08
AL101964,1964,HILDA,2,4,-0.08
AL111964,1964,ISBELL,3,3,-0.08
AL121964,1964,UNNAMED,1,0,-0.08
AL131964,1964,UNNAMED,0,0,-0.08
AL011965,1965,UNNAMED,1,0,-0.04
AL021965,1965,ANNA,0,2,-0.04
AL031965,1965,BETSY,5,4,-0.04
AL041965,1965,CAROL,0,1,-0.04
AL051965,1965,DEBBIE,1,0,-0.04
AL061965,1965,ELENA,0,2,-0.04
AL071965,1965,UNNAMED,0,0,-0.04
AL081965,1965,UNNAMED,0,0,-0.04
AL091965,1965,UNNAMED,1,0,-0.04
AL101965,1965,UNNAMED,0,0,-0.04
AL011966,1966,ALMA,3,3,0.02
AL021966,1966,BECKY,0,1,0.02
AL031966,1966,CELIA,0,1,0.02
AL041966,1966,DOROTHY,0,1,0.02
AL051966,1966,ELLA,0,0,0.02
AL061966,1966,FAITH,0,3,0.02
AL071966,1966,GRETA,0,0,0.02
AL081966,1966,HALLIE,0,0,0.02
AL091966,1966,INEZ,9,5,0.02
AL101966,1966,JUDITH,1,0,0.02
AL111966,1966,LOIS,0,1,0.02
AL121966,1966,UNNAMED,2,0,0.02
AL131966,1966,UNNAMED,0,0,0.02
AL141966,1966,UNNAMED,0,0,0.02
AL151966,1966,KENDRA,0,0,0.02
AL161966,1966,UNNAMED,0,0,0.02
AL171966,1966,UNNAMED,0,0,0.02
AL011967,1967,UNNAMED,0,0,0.0
AL031967,1967,UNNAMED,1,0,0.0
AL111967,1967,ARLENE,0,1,0.0
AL121967,1967,CHLOE,0,2,0.0
AL131967,1967,BEULAH,4,5,0.0
AL141967,1967,DORIA,1,2,0.0
AL151967,1967,UNNAMED,0,0,0.0
AL161967,1967,UNNAMED,0,0,0.0
AL171967,1967,UNNAMED,0,0,0.0
AL181967,1967,EDITH,0,0,0.0
AL191967,1967,FERN,1,1,0.0
AL211967,1967,GINGER,0,0,0.0
AL231967,1967,UNNAMED,0,0,0.0
AL241967,1967,UNNAMED,0,0,0.0
AL251967,1967,HEIDI,0,1,0.0
AL271967,1967,UNNAMED,0,0,0.0
AL281967,1967,UNNAMED,0,0,0.0
AL011968,1968,ABBY,3,1,0.02
AL021968,1968,BRENDA,0,1,0.02
AL031968,1968,CANDY,1,0,0.02
AL051968,1968,DOLLY,0,1,0.02
AL061968,1968,UNNAMED,0,0,0.02
AL081968,1968,EDNA,0,0,0.02
AL091968,1968,UNNAMED,0,1,0.02
AL101968,1968,UNNAMED,0,0,0.02
AL121968,1968,FRANCES,0,0,0.02
AL131968,1968,UNNAMED,0,0,0.02
AL141968,1968,GLADYS,2,2,0.02
AL151968,1968,UNNAMED,0,0,0.02
AL161968,1968,UNNAMED,1,0,0.02
AL031969,1969,UNNAMED,0,0,0.19
AL051969,1969,UNNAMED,0,0,0.19
AL061969,1969,ANNA,0,0,0.19
AL071969,1969,BLANCHE,0,1,0.19
AL081969,1969,DEBBIE,0,3,0.19
AL091969,1969,CAMILLE,2,5,0.19
AL121969,1969,EVE,0,0,0.19
AL131969,1969,FRANCELIA,1,2,0.19
AL151969,1969,UNNAMED,0,0,0.19
AL161969,1969,GERDA,1,3,0.19
AL171969,1969,HOLLY,0,1,0.19
AL191969,1969,UNNAMED,0,0,0.19
AL201969,1969,INGA,0,2,0.19
AL211969,1969,UNNAMED,0,1,0.19
AL221969,1969,UNNAMED,0,0,0.19
AL231969,1969,UNNAMED,1,0,0.19
AL241969,1969,JENNY,1,0,0.19
AL251969,1969,KARA,0,1,0.19
AL261969,1969,LAURIE,0,1,0.19
AL271969,1969,UNNAMED,0,0,0.19
AL281969,1969,UNNAMED,0,1,0.19
AL291969,1969,MARTHA,1,1,0.19
AL301969,1969,UNNAMED,0,0,0.19
AL011970,1970,ALMA,0,1,0.07
AL021970,1970,BECKY,1,0,0.07
AL031970,1970,UNNAMED,0,0,0.07
AL041970,1970,CELIA,2,4,0.07
AL051970,1970,UNNAMED,0,0,0.07
AL071970,1970,UNNAMED,0,0,0.07
AL081970,1970,UNNAMED,2,1,0.07
AL091970,1970,DOROTHY,1,0,0.07
AL101970,1970,UNNAMED,0,0,0.07
AL111970,1970,UNNAMED,0,0,0.07
AL121970,1970,ELLA,2,3,0.07
AL131970,1970,FELICE,1,0,0.07
AL141970,1970,UNNAMED,0,0,0.07
AL151970,1970,UNNAMED,0,1,0.07
AL161970,1970,GRETA,0,0,0.07
AL181970,1970,UNNAMED,0,2,0.07
AL191970,1970,UNNAMED,0,2,0.07
AL201970,1970,UNNAMED,0,0,0.07
AL211970,1970,UNNAMED,0,0,0.07
AL221970,1970,UNNAMED,0,0,0.07
AL231970,1970,UNNAMED,0,0,0.07
AL011971,1971,ARLENE,0,0,-0.06
AL021971,1971,UNNAMED,0,0,-0.06
AL031971,1971,UNNAMED,0,0,-0.06
AL041971,1971,UNNAMED,0,1,-0.06
AL051971,1971,UNNAMED,0,0,-0.06
AL061971,1971,BETH,0,1,-0.06
AL071971,1971,UNNAMED,0,0,-0.06
AL081971,1971,CHLOE,0,0,-0.06
AL091971,1971,DORIA,0,0,-0.06
AL101971,1971,UNNAMED,0,0,-0.06
AL111971,1971,FERN,0,1,-0.06
AL121971,1971,UNNAMED,0,0,-0.06
AL131971,1971,EDITH,0,5,-0.06
AL141971,1971,GINGER,0,2,-0.06
AL151971,1971,UNNAMED,0,0,-0.06
AL161971,1971,UNNAMED,0,0,-0.06
AL171971,1971,HEIDI,0,0,-0.06
AL181971,1971,IRENE,0,1,-0.06
AL191971,1971,JANICE,0,0,-0.06
AL201971,1971,UNNAMED,0,0,-0.06
AL211971,1971,KRISTY,0,0,-0.06
AL221971,1971,LAURA,0,0,-0.06
AL011972,1972,ALPHA,0,0,0.12
AL021972,1972,AGNES,0,1,0.12
AL031972,1972,UNNAMED,0,0,0.12
AL041972,1972,UNNAMED,0,0,0.12
AL051972,1972,UNNAMED,0,0,0.12
AL061972,1972,UNNAMED,0,0,0.12
AL071972,1972,UNNAMED,0,0,0.12
AL081972,1972,UNNAMED,0,0,0.12
AL091972,1972,UNNAMED,0,0,0.12
AL101972,1972,BETTY,0,2,0.12
AL111972,1972,CARRIE,0,0,0.12
AL121972,1972,UNNAMED,0,0,0.12
AL131972,1972,DAWN,0,1,0.12
AL141972,1972,CHARLIE,0,0,0.12
AL151972,1972,UNNAMED,0,0,0.12
AL161972,1972,UNNAMED,0,0,0.12
AL171972,1972,UNNAMED,0,0,0.12
AL181972,1972,UNNAMED,0,0,0.12
AL191972,1972,DELTA,0,0,0.12
AL011973,1973,UNNAMED,0,0,0.15
AL021973,1973,UNNAMED,0,0,0.15
AL031973,1973,UNNAMED,0,0,0.15
AL041973,1973,ALICE,0,1,0.15
AL051973,1973,UNNAMED,0,0,0.15
AL061973,1973,ALFA,0,0,0.15
AL071973,1973,UNNAMED,0,0,0.15
AL081973,1973,BRENDA,0,1,0.15
AL091973,1973,CHRISTINE,0,0,0.15
AL101973,1973,DELIA,0,0,0.15
AL111973,1973,UNNAMED,0,0,0.15
AL121973,1973,ELLEN,0,3,0.15
AL131973,1973,UNNAMED,0,0,0.15
AL141973,1973,FRAN,0,1,0.15
AL151973,1973,UNNAMED,0,0,0.15
AL161973,1973,GILDA,0,0,0.15
AL171973,1973,UNNAMED,0,0,0.15
AL011974,1974,UNNAMED,0,0,-0.02
AL021974,1974,UNNAMED,0,0,-0.02
AL031974,1974,UNNAMED,0,0,-0.02
AL041974,1974,UNNAMED,0,0,-0.02
AL051974,1974,UNNAMED,0,0,-0.02
AL061974,1974,UNNAMED,0,0,-0.02
AL071974,1974,ALMA,0,0,-0.02
AL081974,1974,UNNAMED,0,0,-0.02
AL091974,1974,BECKY,0,3,-0.02
AL101974,1974,CARMEN,0,4,-0.02
AL111974,1974,UNNAMED,0,0,-0.02
AL121974,1974,DOLLY,0,0,-0.02
AL131974,1974,ELAINE,0,0,-0.02
AL141974,1974,FIFI,0,2,-0.02
AL151974,1974,UNNAMED,0,0,-0.02
AL161974,1974,UNNAMED,0,0,-0.02
AL171974,1974,GERTRUDE,0,1,-0.02
AL181974,1974,UNNAMED,0,0,-0.02
AL191974,1974,UNNAMED,0,0,-0.02
AL201974,1974,UNNAMED,0,0,-0.02
AL011975,1975,UNNAMED,0,0,-0.02
AL021975,1975,AMY,0,0,-0.02
AL031975,1975,UNNAMED,0,0,-0.02
AL041975,1975,BLANCHE,0,1,-0.02
AL051975,1975,UNNAMED,0,0,-0.02
AL061975,1975,UNNAMED,0,0,-0.02
AL071975,1975,CAROLINE,0,3,-0.02
AL081975,1975,DORIS,0,2,-0.02
AL091975,1975,UNNAMED,0,0,-0.02
AL101975,1975,UNNAMED,0,0,-0.02
AL111975,1975,UNNAMED,0,0,-0.02
AL121975,1975,UNNAMED,0,0,-0.02
AL131975,1975,ELOISE,0,3,-0.02
AL141975,1975,FAYE,0,2,-0.02
AL151975,1975,GLADYS,0,4,-0.02
AL161975,1975,UNNAMED,0,0,-0.02
AL171975,1975,UNNAMED,0,0,-0.02
AL181975,1975,UNNAMED,0,0,-0.02
AL191975,1975,HALLIE,0,0,-0.02
AL201975,1975,UNNAMED,0,0,-0.02
AL211975,1975,UNNAMED,0,0,-0.02
AL221975,1975,UNNAMED,0,0,-0.02
AL231975,1975,UNNAMED,0,0,-0.02
AL011976,1976,UNNAMED,0,0,0.02
AL021976,1976,UNNAMED,0,0,0.02
AL031976,1976,UNNAMED,0,0,0.02
AL041976,1976,UNNAMED,0,0,0.02
