Code,Year,Name,Landfall Counts,Max Category Rating,Anomaly
AL132016,2016,LISA,0,0,0.75
AL142016,2016,MATTHEW,4,5,0.75
AL152016,2016,NICOLE,0,4,0.75
AL162016,2016,OTTO,1,3,0.75
AL012017,2017,ARLENE,0,0,0.69
AL022017,2017,BRET,2,0,0.69
AL032017,2017,CINDY,1,0,0.69
AL042017,2017,FOUR,0,0,0.69
AL052017,2017,DON,0,0,0.69
AL062017,2017,EMILY,1,0,0.69
AL072017,2017,FRANKLIN,2,1,0.69
AL082017,2017,GERT,0,2,0.69
AL092017,2017,HARVEY,5,4,0.69
AL112017,2017,IRMA,7,5,0.69
AL122017,2017,JOSE,0,4,0.69
AL132017,2017,KATIA,1,2,0.69
AL142017,2017,LEE,0,3,0.69
AL152017,2017,MARIA,2,5,0.69
AL162017,2017,NATE,3,1,0.69
AL172017,2017,OPHELIA,1,3,0.69
AL182017,2017,PHILIPPE,1,0,0.69
AL192017,2017,RINA,0,0,0.69
AL012018,2018,ALBERTO,1,0,0.66
AL022018,2018,BERYL,0,1,0.66
AL032018,2018,CHRIS,0,2,0.66
AL042018,2018,DEBBY,0,0,0.66
AL052018,2018,ERNESTO,0,0,0.66
AL062018,2018,FLORENCE,1,4,0.66
AL072018,2018,GORDON,3,0,0.66
AL082018,2018,HELENE,0,2,0.66
AL092018,2018,ISAAC,0,1,0.66
AL102018,2018,JOYCE,0,0,0.66
AL112018,2018,ELEVEN,0,0,0.66
AL122018,2018,KIRK,1,0,0.66
AL132018,2018,LESLIE,0,1,0.66
AL142018,2018,MICHAEL,1,5,0.66
AL152018,2018,NADINE,0,0,0.66
AL162018,2018,OSCAR,0,2,0.66
AL012019,2019,ANDREA,0,0,0.74
AL022019,2019,BARRY,1,1,0.74
AL032019,2019,THREE,0,0,0.74
AL042019,2019,CHANTAL,0,0,0.74
AL052019,2019,DORIAN,7,5,0.74
AL062019,2019,ERIN,0,0,0.74
AL072019,2019,FERNAND,1,0,0.74
AL082019,2019,GABRIELLE,0,0,0.74
AL092019,2019,HUMBERTO,0,3,0.74
AL102019,2019,JERRY,0,2,0.74
AL112019,2019,IMELDA,1,0,0.74
AL122019,2019,KAREN,2,0,0.74
AL132019,2019,LORENZO,0,5,0.74
AL142019,2019,MELISSA,0,0,0.74
AL152019,2019,FIFTEEN,0,0,0.74
AL162019,2019,NESTOR,0,0,0.74
AL172019,2019,OLGA,0,0,0.74
AL182019,2019,PABLO,0,1,0.74
AL192019,2019,REBEKAH,0,1,0.74
AL202019,2019,SEBASTIEN,0,0,0.74
AL012020,2020,ARTHUR,0,0,0.72
AL022020,2020,BERTHA,1,0,0.72
AL032020,2020,CRISTOBAL,2,0,0.72
AL042020,2020,DOLLY,0,0,0.72
AL052020,2020,EDOUARD,0,0,0.72
AL062020,2020,FAY,1,0,0.72
AL072020,2020,GONZALO,1,0,0.72
AL082020,2020,HANNA,2,1,0.72
AL092020,2020,ISAIAS,4,1,0.72
AL102020,2020,TEN,0,0,0.72
AL112020,2020,JOSEPHINE,0,0,0.72
AL122020,2020,KYLE,0,0,0.72
AL132020,2020,LAURA,6,4,0.72
AL142020,2020,MARCO,0,1,0.72
AL152020,2020,OMAR,0,0,0.72
AL162020,2020,NANA,1,1,0.72
AL172020,2020,PAULETTE,1,2,0.72
AL182020,2020,RENE,0,0,0.72
AL192020,2020,SALLY,2,2,0.72
AL202020,2020,TEDDY,0,4,0.72
AL212020,2020,VICKY,0,0,0.72
AL222020,2020,BETA,1,0,0.72
AL232020,2020,WILFRED,0,0,0.72
AL242020,2020,ALPHA,1,0,0.72
AL252020,2020,GAMMA,2,1,0.72
AL262020,2020,DELTA,2,4,0.72
AL272020,2020,EPSILON,0,3,0.72
AL282020,2020,ZETA,2,3,0.72
AL292020,2020,ETA,4,4,0.72
AL302020,2020,THETA,0,0,0.72
AL312020,2020,IOTA,1,4,0.72
AL012021,2021,ANA,0,0,0.63
AL022021,2021,BILL,0,0,0.63
AL032021,2021,CLAUDETTE,1,0,0.63
AL042021,2021,DANNY,1,0,0.63
AL052021,2021,ELSA,4,1,0.63
AL062021,2021,FRED,2,0,0.63
AL072021,2021,GRACE,4,3,0.63
AL082021,2021,HENRI,2,1,0.63
AL092021,2021,IDA,3,4,0.63
AL102021,2021,KATE,0,0,0.63
AL112021,2021,JULIAN,0,0,0.63
AL122021,2021,LARRY,1,3,0.63
AL132021,2021,MINDY,1,0,0.63
AL142021,2021,NICHOLAS,1,1,0.63
AL152021,2021,ODETTE,0,0,0.63
AL162021,2021,PETER,0,0,0.63
AL172021,2021,ROSE,0,0,0.63
AL182021,2021,SAM,0,4,0.63
AL192021,2021,TERESA,0,0,0.63
AL202021,2021,VICTOR,0,0,0.63
AL212021,2021,WANDA,0,0,0.63
AL012022,2022,ALEX,0,0,0.67
AL022022,2022,BONNIE,1,3,0.67
AL032022,2022,COLIN,0,0,0.67
AL052022,2022,DANIELLE,0,1,0.67
AL062022,2022,EARL,0,2,0.67
AL072022,2022,FIONA,6,4,0.67
AL082022,2022,GASTON,0,0,0.67
AL092022,2022,IAN,5,5,0.67
AL102022,2022,HERMINE,0,0,0.67
AL112022,2022,ELEVEN,0,0,0.67
AL122022,2022,TWELVE,0,0,0.67
AL132022,2022,JULIA,4,1,0.67
AL142022,2022,KARL,0,0,0.67
AL152022,2022,LISA,1,1,0.67
AL162022,2022,MARTIN,0,1,0.67
AL172022,2022,NICOLE,5,1,0.67
